date,style_id,category,price_level,true_state,view_uv,detail_uv,tryon_uv,tryon_result_uv,want_uv,want_after_tryon_uv,confirm_direct_uv,confirm_detail_uv,confirm_after_tryon_uv,confirm_from_want_uv,total_confirm_uv
2026-01-14,S0257,cat_eye,low,Cold_AfterTryon,383,79,101,92,24,6,9,1,1,3,14
2026-01-15,S0257,cat_eye,low,Cold_AfterTryon,242,40,90,79,19,3,5,0,3,5,13
2026-01-16,S0257,cat_eye,low,Cold_AfterTryon,416,94,129,113,34,5,10,1,1,5,17
2026-01-17,S0257,cat_eye,low,Cold_AfterTryon,516,116,190,171,33,5,15,2,2,1,20
2026-01-18,S0257,cat_eye,low,Cold_AfterTryon,373,80,143,136,35,6,2,2,4,8,16
2026-01-19,S0257,cat_eye,low,Cold_AfterTryon,382,76,112,100,19,5,8,1,2,1,12
2026-01-20,S0257,cat_eye,low,Cold_AfterTryon,328,73,109,102,23,4,6,0,0,4,10
2026-01-21,S0257,cat_eye,low,Cold_AfterTryon,331,77,117,106,35,9,2,1,2,6,11
2026-01-22,S0257,cat_eye,low,Cold_AfterTryon,390,72,127,115,40,8,12,3,1,4,20
2026-01-23,S0257,cat_eye,low,Cold_AfterTryon,285,56,85,79,32,8,1,0,0,5,6
2026-01-24,S0257,cat_eye,low,Cold_AfterTryon,299,81,104,98,27,11,6,2,0,4,12
2026-01-25,S0257,cat_eye,low,Cold_AfterTryon,441,97,145,136,34,6,6,4,5,6,21
2026-01-26,S0257,cat_eye,low,Cold_AfterTryon,429,81,189,173,37,8,10,2,3,4,19
2026-01-27,S0257,cat_eye,low,Cold_AfterTryon,430,97,147,129,42,5,4,1,4,5,14
2026-01-28,S0257,cat_eye,low,Cold_AfterTryon,451,94,145,133,37,4,9,0,2,4,15
2026-01-29,S0257,cat_eye,low,Cold_AfterTryon,451,81,155,144,40,9,9,1,2,4,16
2026-01-30,S0257,cat_eye,low,Cold_AfterTryon,295,63,71,62,19,1,5,0,0,1,6
2026-01-31,S0257,cat_eye,low,Cold_AfterTryon,234,41,88,76,17,3,3,0,4,3,10
2026-02-01,S0257,cat_eye,low,Cold_AfterTryon,418,87,118,108,26,1,2,3,1,3,9
2026-02-02,S0257,cat_eye,low,Cold_AfterTryon,395,97,138,128,30,6,3,2,1,3,9
2026-02-03,S0257,cat_eye,low,Cold_AfterTryon,320,59,113,96,24,3,5,2,1,1,9
2026-02-04,S0257,cat_eye,low,Cold_AfterTryon,264,53,68,62,29,0,2,1,2,5,10
2026-02-05,S0257,cat_eye,low,Cold_AfterTryon,255,54,61,56,16,3,4,3,2,1,10
2026-02-06,S0257,cat_eye,low,Cold_AfterTryon,386,97,141,125,39,5,7,4,1,2,14
2026-02-07,S0257,cat_eye,low,Cold_AfterTryon,422,80,140,131,34,7,9,6,2,2,19
2026-02-08,S0257,cat_eye,low,Cold_AfterTryon,450,99,177,160,35,11,8,2,3,3,16
2026-02-09,S0257,cat_eye,low,Cold_AfterTryon,468,83,146,128,37,7,8,2,1,1,12
2026-02-10,S0257,cat_eye,low,Cold_AfterTryon,313,62,124,117,30,6,6,3,5,6,20
2026-02-11,S0257,cat_eye,low,Cold_AfterTryon,314,55,100,87,23,2,4,2,3,4,13
2026-02-12,S0257,cat_eye,low,Cold_AfterTryon,370,98,134,120,21,4,3,1,4,0,8
2026-02-13,S0257,cat_eye,low,Cold_AfterTryon,435,107,143,134,42,9,9,3,2,2,16
2026-02-14,S0257,cat_eye,low,Cold_AfterTryon,337,70,104,93,26,8,4,2,4,3,13
2026-02-15,S0257,cat_eye,low,Cold_AfterTryon,611,128,217,200,32,4,11,3,2,3,19
2026-02-16,S0257,cat_eye,low,Cold_AfterTryon,342,81,112,102,26,6,6,1,2,3,12
2026-02-17,S0257,cat_eye,low,Cold_AfterTryon,424,98,124,113,32,4,8,4,2,3,17
2026-02-18,S0257,cat_eye,low,Cold_AfterTryon,323,65,140,125,34,6,3,2,3,3,11
2026-02-19,S0257,cat_eye,low,Cold_AfterTryon,459,91,170,150,24,7,11,1,4,3,19
2026-02-20,S0257,cat_eye,low,Cold_AfterTryon,316,76,123,106,20,4,1,2,3,3,9
2026-02-21,S0257,cat_eye,low,Cold_AfterTryon,540,100,167,147,43,7,12,3,3,4,22
2026-02-22,S0257,cat_eye,low,Cold_AfterTryon,190,49,58,50,7,2,5,3,1,0,9
2026-02-23,S0257,cat_eye,low,Cold_AfterTryon,301,51,119,106,25,4,5,2,0,1,8
2026-02-24,S0257,cat_eye,low,Cold_AfterTryon,349,74,121,109,28,3,7,1,1,3,12
2026-02-25,S0257,cat_eye,low,Cold_AfterTryon,368,93,136,118,20,6,4,1,4,2,11
2026-02-26,S0257,cat_eye,low,Cold_AfterTryon,403,85,126,119,32,7,6,2,2,5,15
2026-02-27,S0257,cat_eye,low,Cold_AfterTryon,262,48,73,67,25,1,4,1,2,4,11
2026-02-28,S0257,cat_eye,low,Cold_AfterTryon,278,66,102,94,24,3,6,1,1,5,13
2026-03-01,S0257,cat_eye,low,Cold_AfterTryon,435,71,144,134,31,6,7,2,2,4,15
2026-03-02,S0257,cat_eye,low,Cold_AfterTryon,334,64,111,100,22,2,6,2,3,2,13
2026-03-03,S0257,cat_eye,low,Cold_AfterTryon,291,62,92,82,29,7,4,0,4,7,15
2026-03-04,S0257,cat_eye,low,Cold_AfterTryon,390,81,147,139,32,10,7,0,2,2,11
2026-03-05,S0257,cat_eye,low,Cold_AfterTryon,525,84,171,157,43,10,6,3,2,2,13
2026-03-06,S0257,cat_eye,low,Cold_AfterTryon,222,48,58,48,13,2,3,0,2,2,7
2026-03-07,S0257,cat_eye,low,Cold_AfterTryon,314,59,105,94,26,6,6,1,0,3,10
2026-03-08,S0257,cat_eye,low,Cold_AfterTryon,370,70,133,117,26,4,7,1,2,6,16
2026-03-09,S0257,cat_eye,low,Cold_AfterTryon,355,54,147,129,24,2,14,0,4,3,21
2026-03-10,S0257,cat_eye,low,Cold_AfterTryon,718,140,258,242,55,10,16,5,0,5,26
2026-03-11,S0257,cat_eye,low,Cold_AfterTryon,448,88,158,135,32,5,5,0,1,6,12
2026-03-12,S0257,cat_eye,low,Cold_AfterTryon,378,77,144,132,23,6,9,0,4,4,17
2026-03-13,S0257,cat_eye,low,Cold_AfterTryon,326,76,95,83,23,4,2,2,2,2,8
2026-03-14,S0257,cat_eye,low,Cold_AfterTryon,460,91,131,122,39,5,11,1,2,6,20
2026-03-15,S0257,cat_eye,low,Cold_AfterTryon,321,74,102,89,21,4,4,2,1,2,9
2026-03-16,S0257,cat_eye,low,Cold_AfterTryon,362,85,129,113,24,2,4,3,2,2,11
2026-03-17,S0257,cat_eye,low,Cold_AfterTryon,681,124,222,197,66,13,12,5,5,6,28
2026-03-18,S0257,cat_eye,low,Cold_AfterTryon,339,71,101,92,24,3,4,3,4,3,14
2026-03-19,S0257,cat_eye,low,Cold_AfterTryon,332,58,117,106,19,5,3,2,3,2,10
2026-03-20,S0257,cat_eye,low,Cold_AfterTryon,361,85,128,119,28,5,10,0,4,4,18
2026-03-21,S0257,cat_eye,low,Cold_AfterTryon,597,143,231,201,43,5,13,1,2,6,22
2026-03-22,S0257,cat_eye,low,Cold_AfterTryon,294,59,115,103,18,2,7,2,3,2,14
2026-03-23,S0257,cat_eye,low,Cold_AfterTryon,403,71,137,121,28,3,5,0,3,1,9
2026-03-24,S0257,cat_eye,low,Cold_AfterTryon,542,103,218,191,39,7,10,3,6,3,22
2026-03-25,S0257,cat_eye,low,Cold_AfterTryon,297,55,108,94,24,1,8,1,2,1,12
2026-03-26,S0257,cat_eye,low,Cold_AfterTryon,393,77,131,116,24,3,7,1,4,2,14
2026-03-27,S0257,cat_eye,low,Cold_AfterTryon,323,69,119,108,29,6,1,1,2,1,5
2026-03-28,S0257,cat_eye,low,Cold_AfterTryon,264,67,96,84,32,2,6,1,1,8,16
2026-03-29,S0257,cat_eye,low,Cold_AfterTryon,393,73,123,101,29,5,4,0,3,2,9
2026-03-30,S0257,cat_eye,low,Cold_AfterTryon,337,62,126,116,35,6,6,1,3,8,18
2026-03-31,S0257,cat_eye,low,Cold_AfterTryon,247,41,94,89,17,4,7,0,1,0,8
2026-04-01,S0257,cat_eye,low,Cold_AfterTryon,352,79,123,106,32,4,6,1,1,0,8
2026-04-02,S0257,cat_eye,low,Cold_AfterTryon,246,54,84,74,22,4,5,0,2,1,8
2026-04-03,S0257,cat_eye,low,Cold_AfterTryon,610,121,214,190,43,10,12,1,7,6,26
2026-04-04,S0257,cat_eye,low,Cold_AfterTryon,361,91,170,152,40,10,3,5,0,7,15
2026-04-05,S0257,cat_eye,low,Cold_AfterTryon,526,106,201,183,35,3,9,0,0,4,13
2026-04-06,S0257,cat_eye,low,Cold_AfterTryon,339,65,102,88,29,3,3,3,3,3,12
2026-04-07,S0257,cat_eye,low,Cold_AfterTryon,311,64,123,111,25,4,8,1,1,2,12
2026-04-08,S0257,cat_eye,low,Cold_AfterTryon,335,76,109,102,37,7,5,0,0,6,11
2026-04-09,S0257,cat_eye,low,Cold_AfterTryon,284,37,112,105,21,5,3,0,1,3,7
2026-04-10,S0257,cat_eye,low,Cold_AfterTryon,370,72,133,119,28,5,11,1,1,4,17
2026-04-11,S0257,cat_eye,low,Cold_AfterTryon,448,86,175,157,39,8,7,0,4,0,11
2026-04-12,S0257,cat_eye,low,Cold_AfterTryon,540,78,263,233,39,5,9,2,7,1,19
2026-04-13,S0257,cat_eye,low,Cold_AfterTryon,361,74,142,135,23,2,5,3,5,3,16
2026-04-14,S0257,cat_eye,low,Cold_AfterTryon,491,90,174,149,46,13,7,2,2,2,13
2026-04-15,S0257,cat_eye,low,Cold_AfterTryon,285,69,109,104,17,1,4,2,1,2,9
2026-04-16,S0257,cat_eye,low,Cold_AfterTryon,366,75,129,116,22,8,10,0,2,1,13
2026-04-17,S0257,cat_eye,low,Cold_AfterTryon,308,55,115,104,34,4,10,4,4,3,21
2026-04-18,S0257,cat_eye,low,Cold_AfterTryon,916,227,313,288,66,16,13,5,4,9,31
2026-04-19,S0257,cat_eye,low,Cold_AfterTryon,546,103,174,149,26,9,9,4,1,1,15
2026-04-20,S0257,cat_eye,low,Cold_AfterTryon,328,51,96,89,20,3,7,3,5,2,17
2026-04-21,S0257,cat_eye,low,Cold_AfterTryon,272,63,90,77,25,3,6,2,2,4,14
2026-04-22,S0257,cat_eye,low,Cold_AfterTryon,321,85,110,97,22,3,4,2,1,1,8
2026-04-23,S0257,cat_eye,low,Cold_AfterTryon,215,43,63,56,16,1,5,0,1,1,7
2026-04-24,S0257,cat_eye,low,Cold_AfterTryon,312,54,98,90,23,5,6,1,2,1,10
2026-04-25,S0257,cat_eye,low,Cold_AfterTryon,339,49,112,102,27,6,4,0,2,1,7
2026-04-26,S0257,cat_eye,low,Cold_AfterTryon,748,143,209,180,44,10,16,1,4,5,26
2026-04-27,S0257,cat_eye,low,Cold_AfterTryon,249,54,74,69,17,2,5,1,0,3,9
2026-04-28,S0257,cat_eye,low,Cold_AfterTryon,203,32,57,54,13,2,7,0,2,0,9
2026-04-29,S0257,cat_eye,low,Cold_AfterTryon,269,45,100,95,19,11,5,1,6,2,14
2026-04-30,S0257,cat_eye,low,Cold_AfterTryon,394,60,149,125,41,4,5,1,2,2,10
2026-01-01,S0258,french,mid,Cold_FirstLook,84,4,6,5,2,0,1,0,0,0,1
2026-01-02,S0258,french,mid,Cold_FirstLook,57,2,5,4,4,1,1,0,0,0,1
2026-01-03,S0258,french,mid,Cold_FirstLook,87,3,5,3,2,0,0,0,0,0,0
2026-01-04,S0258,french,mid,Cold_FirstLook,68,3,3,3,4,1,0,0,0,1,1
2026-01-05,S0258,french,mid,Cold_FirstLook,172,5,2,2,3,0,1,0,0,0,1
2026-01-06,S0258,french,mid,Cold_FirstLook,122,6,4,4,6,0,1,0,0,0,1
2026-01-07,S0258,french,mid,Cold_FirstLook,93,4,10,10,3,0,0,0,0,0,0
2026-01-08,S0258,french,mid,Cold_FirstLook,131,9,8,7,10,1,0,0,1,0,1
2026-01-09,S0258,french,mid,Cold_FirstLook,95,5,5,4,3,1,1,0,0,0,1
2026-01-10,S0258,french,mid,Cold_FirstLook,155,7,9,8,10,1,0,0,0,0,0
2026-01-11,S0258,french,mid,Cold_FirstLook,98,4,2,2,8,1,1,0,0,0,1
2026-01-12,S0258,french,mid,Cold_FirstLook,116,8,5,5,3,0,3,0,0,0,3
2026-01-13,S0258,french,mid,Cold_FirstLook,101,9,5,4,1,0,0,0,0,0,0
2026-01-14,S0258,french,mid,Cold_FirstLook,120,6,5,5,4,0,1,0,0,1,2
2026-01-15,S0258,french,mid,Cold_FirstLook,181,14,6,5,5,1,1,0,1,0,2
2026-01-16,S0258,french,mid,Cold_FirstLook,76,4,6,6,4,2,0,0,0,1,1
2026-01-17,S0258,french,mid,Cold_FirstLook,126,10,12,10,4,2,1,0,0,0,1
2026-01-18,S0258,french,mid,Cold_FirstLook,125,5,5,4,9,1,0,0,0,0,0
2026-01-19,S0258,french,mid,Cold_FirstLook,107,3,4,3,5,0,1,0,0,1,2
2026-01-20,S0258,french,mid,Cold_FirstLook,129,1,10,10,5,1,1,0,1,0,2
2026-01-21,S0258,french,mid,Cold_FirstLook,134,14,8,8,6,1,0,0,0,1,1
2026-01-22,S0258,french,mid,Cold_FirstLook,98,5,5,4,3,1,2,0,0,0,2
2026-01-23,S0258,french,mid,Cold_FirstLook,118,9,5,3,6,0,2,0,0,0,2
2026-01-24,S0258,french,mid,Cold_FirstLook,195,7,11,11,9,2,3,0,0,0,3
2026-01-25,S0258,french,mid,Cold_FirstLook,76,3,6,4,0,0,0,0,0,0,0
2026-01-26,S0258,french,mid,Cold_FirstLook,90,6,2,2,4,0,0,0,0,0,0
2026-01-27,S0258,french,mid,Cold_FirstLook,132,9,5,5,5,1,0,0,0,1,1
2026-01-28,S0258,french,mid,Cold_FirstLook,127,8,6,5,2,0,2,0,0,0,2
2026-01-29,S0258,french,mid,Cold_FirstLook,131,2,6,6,4,0,0,0,0,0,0
2026-01-30,S0258,french,mid,Cold_FirstLook,78,2,1,1,4,1,0,0,0,0,0
2026-01-31,S0258,french,mid,Cold_FirstLook,88,4,5,5,2,0,0,0,0,0,0
2026-02-01,S0258,french,mid,Cold_FirstLook,67,3,2,1,2,0,1,0,0,0,1
2026-02-02,S0258,french,mid,Cold_FirstLook,98,7,3,3,4,0,0,0,0,0,0
2026-02-03,S0258,french,mid,Cold_FirstLook,104,6,7,6,4,0,2,0,0,0,2
2026-02-04,S0258,french,mid,Cold_FirstLook,105,3,4,4,4,1,1,0,0,1,2
2026-02-05,S0258,french,mid,Cold_FirstLook,123,6,5,4,4,2,1,0,0,1,2
2026-02-06,S0258,french,mid,Cold_FirstLook,79,4,4,4,1,1,0,0,0,0,0
2026-02-07,S0258,french,mid,Cold_FirstLook,106,5,5,5,3,0,1,0,0,0,1
2026-02-08,S0258,french,mid,Cold_FirstLook,156,3,8,8,5,1,0,0,0,0,0
2026-02-09,S0258,french,mid,Cold_FirstLook,100,3,7,6,3,0,1,0,0,0,1
2026-02-10,S0258,french,mid,Cold_FirstLook,79,5,1,1,3,0,0,0,0,0,0
2026-02-11,S0258,french,mid,Cold_FirstLook,103,4,8,8,0,0,0,0,0,0,0
2026-02-12,S0258,french,mid,Cold_FirstLook,158,6,7,6,5,3,1,0,0,0,1
2026-02-13,S0258,french,mid,Cold_FirstLook,101,5,5,4,1,0,2,0,0,0,2
2026-02-14,S0258,french,mid,Cold_FirstLook,87,4,5,5,6,1,0,0,0,0,0
2026-02-15,S0258,french,mid,Cold_FirstLook,114,2,7,6,6,0,0,0,0,0,0
2026-02-16,S0258,french,mid,Cold_FirstLook,106,4,3,2,5,0,0,0,0,1,1
2026-02-17,S0258,french,mid,Cold_FirstLook,138,8,7,7,4,0,0,0,0,1,1
2026-02-18,S0258,french,mid,Cold_FirstLook,84,0,5,5,5,0,2,0,2,1,5
2026-02-19,S0258,french,mid,Cold_FirstLook,157,7,10,9,6,1,0,0,0,0,0
2026-02-20,S0258,french,mid,Cold_FirstLook,140,5,4,3,7,0,1,0,0,1,2
2026-02-21,S0258,french,mid,Cold_FirstLook,144,5,9,9,9,1,0,0,0,1,1
2026-02-22,S0258,french,mid,Cold_FirstLook,112,4,4,1,3,0,1,0,0,0,1
2026-02-23,S0258,french,mid,Cold_FirstLook,102,8,5,5,4,0,1,0,0,0,1
2026-02-24,S0258,french,mid,Cold_FirstLook,129,5,6,6,6,0,0,0,0,0,0
2026-02-25,S0258,french,mid,Cold_FirstLook,91,3,5,5,0,0,1,0,0,0,1
2026-02-26,S0258,french,mid,Cold_FirstLook,110,6,6,4,2,0,0,0,1,0,1
2026-02-27,S0258,french,mid,Cold_FirstLook,102,5,6,5,2,0,1,0,0,0,1
2026-02-28,S0258,french,mid,Cold_FirstLook,138,6,6,6,3,2,3,0,0,0,3
2026-03-01,S0258,french,mid,Cold_FirstLook,119,3,9,9,4,2,1,0,1,0,2
2026-03-02,S0258,french,mid,Cold_FirstLook,154,10,10,9,11,1,0,0,2,1,3
2026-03-03,S0258,french,mid,Cold_FirstLook,145,2,6,6,4,1,0,0,1,0,1
2026-03-04,S0258,french,mid,Cold_FirstLook,156,10,8,8,5,3,1,0,0,0,1
2026-03-05,S0258,french,mid,Cold_FirstLook,119,10,3,3,5,0,0,0,0,0,0
2026-03-06,S0258,french,mid,Cold_FirstLook,123,2,4,3,1,0,0,0,0,0,0
2026-03-07,S0258,french,mid,Cold_FirstLook,175,9,7,4,4,0,1,0,0,0,1
2026-03-08,S0258,french,mid,Cold_FirstLook,88,5,3,3,5,2,1,0,0,1,2
2026-03-09,S0258,french,mid,Cold_FirstLook,84,9,3,3,2,0,0,0,0,0,0
2026-03-10,S0258,french,mid,Cold_FirstLook,88,5,5,5,3,2,0,0,0,0,0
2026-03-11,S0258,french,mid,Cold_FirstLook,123,8,5,5,6,2,1,0,0,1,2
2026-03-12,S0258,french,mid,Cold_FirstLook,80,3,7,7,6,2,0,0,0,1,1
2026-03-13,S0258,french,mid,Cold_FirstLook,116,6,7,6,3,1,1,0,0,0,1
2026-03-14,S0258,french,mid,Cold_FirstLook,95,2,7,6,3,1,2,0,0,0,2
2026-03-15,S0258,french,mid,Cold_FirstLook,151,3,7,6,5,2,1,0,0,0,1
2026-03-16,S0258,french,mid,Cold_FirstLook,90,1,3,3,6,0,0,0,1,1,2
2026-03-17,S0258,french,mid,Cold_FirstLook,111,5,3,3,7,0,0,0,0,1,1
2026-03-18,S0258,french,mid,Cold_FirstLook,151,6,9,9,6,1,0,0,0,0,0
2026-03-19,S0258,french,mid,Cold_FirstLook,66,1,7,5,0,0,1,0,0,0,1
2026-03-20,S0258,french,mid,Cold_FirstLook,78,2,5,5,6,1,0,0,0,0,0
2026-03-21,S0258,french,mid,Cold_FirstLook,90,6,1,1,5,0,0,1,0,0,1
2026-03-22,S0258,french,mid,Cold_FirstLook,164,10,7,7,5,1,0,0,0,1,1
2026-03-23,S0258,french,mid,Cold_FirstLook,174,5,6,5,8,0,0,0,0,0,0
2026-03-24,S0258,french,mid,Cold_FirstLook,60,3,4,4,0,0,0,0,0,0,0
2026-03-25,S0258,french,mid,Cold_FirstLook,106,4,3,3,3,0,0,0,0,0,0
2026-03-26,S0258,french,mid,Cold_FirstLook,102,7,7,6,5,0,0,0,0,0,0
2026-03-27,S0258,french,mid,Cold_FirstLook,134,6,9,8,3,2,0,0,0,0,0
2026-03-28,S0258,french,mid,Cold_FirstLook,223,13,14,12,7,2,4,0,0,0,4
2026-03-29,S0258,french,mid,Cold_FirstLook,112,8,3,3,1,0,2,0,0,0,2
2026-03-30,S0258,french,mid,Cold_FirstLook,75,3,4,4,2,1,0,0,0,0,0
2026-03-31,S0258,french,mid,Cold_FirstLook,145,8,4,4,5,1,0,0,0,0,0
2026-04-01,S0258,french,mid,Cold_FirstLook,137,5,8,8,9,0,0,0,0,1,1
2026-04-02,S0258,french,mid,Cold_FirstLook,158,6,4,4,4,1,0,0,0,0,0
2026-04-03,S0258,french,mid,Cold_FirstLook,123,5,5,5,10,0,1,0,0,3,4
2026-04-04,S0258,french,mid,Cold_FirstLook,100,3,5,4,1,0,1,0,0,0,1
2026-04-05,S0258,french,mid,Cold_FirstLook,114,6,10,9,7,0,0,0,0,0,0
2026-04-06,S0258,french,mid,Cold_FirstLook,141,8,11,8,8,0,0,0,0,1,1
2026-04-07,S0258,french,mid,Cold_FirstLook,89,4,9,8,7,2,0,0,0,0,0
2026-04-08,S0258,french,mid,Cold_FirstLook,177,7,7,6,9,0,4,0,0,2,6
2026-04-09,S0258,french,mid,Cold_FirstLook,158,9,6,5,4,0,0,0,0,0,0
2026-04-10,S0258,french,mid,Cold_FirstLook,109,6,7,4,6,1,0,0,0,1,1
2026-04-11,S0258,french,mid,Cold_FirstLook,120,4,4,3,4,0,1,0,0,0,1
2026-04-12,S0258,french,mid,Cold_FirstLook,123,5,7,7,6,0,2,0,0,0,2
2026-04-13,S0258,french,mid,Cold_FirstLook,136,7,13,12,2,1,3,0,0,0,3
2026-04-14,S0258,french,mid,Cold_FirstLook,94,4,1,1,6,0,0,0,0,0,0
2026-04-15,S0258,french,mid,Cold_FirstLook,136,4,5,5,7,1,1,0,0,1,2
2026-04-16,S0258,french,mid,Cold_FirstLook,112,4,5,5,3,0,0,0,0,2,2
2026-04-17,S0258,french,mid,Cold_FirstLook,85,5,5,3,4,0,0,0,0,1,1
2026-04-18,S0258,french,mid,Cold_FirstLook,153,9,8,8,5,0,1,0,1,0,2
2026-04-19,S0258,french,mid,Cold_FirstLook,152,11,6,5,8,1,4,0,1,0,5
2026-04-20,S0258,french,mid,Cold_FirstLook,117,6,7,7,5,2,0,0,0,1,1
2026-04-21,S0258,french,mid,Cold_FirstLook,63,4,8,8,3,1,1,0,2,0,3
2026-04-22,S0258,french,mid,Cold_FirstLook,87,6,1,1,4,0,1,0,0,0,1
2026-04-23,S0258,french,mid,Cold_FirstLook,112,6,6,5,5,2,0,0,0,0,0
2026-04-24,S0258,french,mid,Cold_FirstLook,97,2,4,4,1,0,0,0,0,0,0
2026-04-25,S0258,french,mid,Cold_FirstLook,82,4,1,1,3,1,1,0,1,0,2
2026-04-26,S0258,french,mid,Cold_FirstLook,143,5,4,4,2,1,0,0,0,0,0
2026-04-27,S0258,french,mid,Cold_FirstLook,119,6,4,3,3,0,0,0,0,1,1
2026-04-28,S0258,french,mid,Cold_FirstLook,133,6,3,2,4,0,1,0,0,0,1
2026-04-29,S0258,french,mid,Cold_FirstLook,103,5,8,7,2,1,0,0,0,0,0
2026-04-30,S0258,french,mid,Cold_FirstLook,125,8,6,6,3,0,0,0,0,0,0
2026-01-01,S0259,rhinestone,low,HotUp,40,12,9,8,14,5,9,1,1,5,16
2026-01-02,S0259,rhinestone,low,HotUp,42,14,9,7,12,2,7,3,3,8,21
2026-01-03,S0259,rhinestone,low,HotUp,46,7,10,7,16,2,7,0,2,3,12
2026-01-04,S0259,rhinestone,low,HotUp,99,18,35,32,44,17,15,4,8,18,45
2026-01-05,S0259,rhinestone,low,HotUp,52,8,13,13,19,6,6,0,4,8,18
2026-01-06,S0259,rhinestone,low,HotUp,62,14,15,15,23,11,8,3,3,4,18
2026-01-07,S0259,rhinestone,low,HotUp,82,15,23,23,28,8,13,4,8,11,36
2026-01-08,S0259,rhinestone,low,HotUp,52,15,8,7,16,2,8,2,2,6,18
2026-01-09,S0259,rhinestone,low,HotUp,53,9,21,19,24,10,4,0,7,10,21
2026-01-10,S0259,rhinestone,low,HotUp,91,28,30,27,43,16,11,3,7,17,38
2026-01-11,S0259,rhinestone,low,HotUp,72,23,27,26,25,10,11,1,5,5,22
2026-01-12,S0259,rhinestone,low,HotUp,40,17,10,10,11,1,3,3,2,2,10
2026-01-13,S0259,rhinestone,low,HotUp,101,32,26,22,31,9,9,3,6,8,26
2026-01-14,S0259,rhinestone,low,HotUp,107,31,29,27,31,12,15,6,4,10,35
2026-01-15,S0259,rhinestone,low,HotUp,61,17,23,18,19,9,10,4,4,8,26
2026-01-16,S0259,rhinestone,low,HotUp,79,16,26,25,27,10,9,4,4,5,22
2026-01-17,S0259,rhinestone,low,HotUp,92,35,34,29,36,17,13,11,9,7,40
2026-01-18,S0259,rhinestone,low,HotUp,57,12,15,15,21,5,9,1,7,7,24
2026-01-19,S0259,rhinestone,low,HotUp,46,14,13,13,17,9,8,0,5,6,19
2026-01-20,S0259,rhinestone,low,HotUp,95,22,29,24,33,9,10,2,6,9,27
2026-01-21,S0259,rhinestone,low,HotUp,83,19,27,25,32,8,11,3,5,9,28
2026-01-22,S0259,rhinestone,low,HotUp,66,14,17,14,23,7,3,1,1,7,12
2026-01-23,S0259,rhinestone,low,HotUp,135,45,40,34,59,16,17,2,6,15,40
2026-01-24,S0259,rhinestone,low,HotUp,91,25,15,14,23,5,13,4,2,14,33
2026-01-25,S0259,rhinestone,low,HotUp,93,23,22,22,26,8,11,2,1,7,21
2026-01-26,S0259,rhinestone,low,HotUp,86,22,28,23,28,8,9,3,3,10,25
2026-01-27,S0259,rhinestone,low,HotUp,56,14,13,12,15,4,8,2,3,3,16
2026-01-28,S0259,rhinestone,low,HotUp,105,19,27,27,49,13,16,5,10,15,46
2026-01-29,S0259,rhinestone,low,HotUp,68,19,22,18,24,9,8,5,4,2,19
2026-01-30,S0259,rhinestone,low,HotUp,112,35,31,29,43,8,16,6,11,11,44
2026-01-31,S0259,rhinestone,low,HotUp,86,24,23,21,24,8,9,6,4,14,33
2026-02-01,S0259,rhinestone,low,HotUp,90,22,20,18,35,11,12,3,9,10,34
2026-02-02,S0259,rhinestone,low,HotUp,91,30,22,19,41,10,7,5,3,8,23
2026-02-03,S0259,rhinestone,low,HotUp,75,25,22,18,26,8,19,1,2,8,30
2026-02-04,S0259,rhinestone,low,HotUp,100,38,38,33,39,14,15,4,11,17,47
2026-02-05,S0259,rhinestone,low,HotUp,74,24,21,16,27,7,7,7,3,11,28
2026-02-06,S0259,rhinestone,low,HotUp,116,35,42,38,49,28,24,4,13,13,54
2026-02-07,S0259,rhinestone,low,HotUp,106,31,24,23,29,11,18,4,7,10,39
2026-02-08,S0259,rhinestone,low,HotUp,106,27,26,23,25,9,19,4,3,13,39
2026-02-09,S0259,rhinestone,low,HotUp,83,26,31,28,25,9,12,7,7,6,32
2026-02-10,S0259,rhinestone,low,HotUp,116,38,40,32,45,17,15,6,9,13,43
2026-02-11,S0259,rhinestone,low,HotUp,73,19,19,16,27,9,9,6,3,11,29
2026-02-12,S0259,rhinestone,low,HotUp,80,21,28,22,33,12,9,2,3,18,32
2026-02-13,S0259,rhinestone,low,HotUp,135,35,32,31,42,12,24,8,9,15,56
2026-02-14,S0259,rhinestone,low,HotUp,133,34,36,31,50,15,17,3,2,17,39
2026-02-15,S0259,rhinestone,low,HotUp,120,49,36,30,53,13,26,10,5,21,62
2026-02-16,S0259,rhinestone,low,HotUp,132,37,50,41,47,21,21,2,7,10,40
2026-02-17,S0259,rhinestone,low,HotUp,90,23,21,19,30,10,14,5,5,7,31
2026-02-18,S0259,rhinestone,low,HotUp,85,22,20,18,21,7,11,6,4,4,25
2026-02-19,S0259,rhinestone,low,HotUp,91,27,27,24,37,9,13,2,4,14,33
2026-02-20,S0259,rhinestone,low,HotUp,139,46,37,34,40,12,16,8,9,11,44
2026-02-21,S0259,rhinestone,low,HotUp,181,48,51,42,72,23,25,9,9,22,65
2026-02-22,S0259,rhinestone,low,HotUp,84,24,21,21,30,13,12,2,7,7,28
2026-02-23,S0259,rhinestone,low,HotUp,115,42,37,36,39,13,13,9,4,11,37
2026-02-24,S0259,rhinestone,low,HotUp,79,16,24,21,25,9,12,3,5,14,34
